ID,price,year,baths,sqft,Community Type,Number of Ammenities,Living Area,Total Area,Total Floors,Garage Spaces,Bedrooms
1054," $1,099,000 ",1988,2,"2,105",Gated,16,"2,105","2,583",1,2,3
1055," $34,995,000 ",2024,6,"8,466",Non-Gated,4,"8,466","11,064",2,3,5
1056," $20,750,000 ",2024,7,"6,444",Non-Gated,6,"6,444","9,144",2,3,6
1057," $10,950,000 ",1986,4,"3,543",Non-Gated,1,"3,543","4,244",1,2,2
1058," $475,000 ",1988,2,"1,403",Non-Gated,9,"1,403","1,744",1,2,2
1059," $565,000 ",1998,2,"1,503",Non-Gated,7,"1,503","1,836",1,2,3
1060," $575,000 ",2000,2,"1,509",Non-Gated,8,"1,509","1,823",1,2,2
1061," $589,900 ",1999,2,"1,509",Non-Gated,7,"1,509","1,900",1,2,2
1062," $565,000 ",1998,2,"1,531",Non-Gated,7,"1,531","1,865",1,2,2
1063," $2,800,000 ",2017,3,"2,326",Non-Gated,1,"2,326","3,969",2,2,5
1064," $519,000 ",2003,1,"1,010",No Subdivision,1,"1,010","2,690",2,1,2
1065," $1,399,900 ",2022,3,"2,613",Gated,2,"2,613","3,535",1,2,3
1066," $725,000 ",2022,2,"1,945",Gated,6,"1,945","2,374",1,2,3
1067," $1,195,000 ",2021,3,"2,619",Gated,5,"2,619","2,619",1,2,3
1068," $995,900 ",2022,3,"3,001",Gated,2,"3,001","3,966",1,2,3
1069," $1,295,875 ",2000,3,"2,635",Non-Gated,4,"2,635","3,083",1,2,4
1070," $999,000 ",1985,2,"2,581",Non-Gated,4,"2,581","3,196",2,2,12
1071," $410,000 ",2000,2,"1,639",Gated,12,"1,639","1,639",1,1,3
1072," $399,000 ",1999,2,"1,639",Gated,8,"1,639","1,639",1,1,3
1073," $392,000 ",1999,2,"1,639",Gated,11,"1,639","2,000",1,1,2
1074," $321,900 ",1995,2,"1,200",Gated,9,"1,200","1,550",2,1,2
1075," $369,890 ",2002,2,"1,484",Gated,9,"1,484","1,907",1,1,3
1076," $350,000 ",1992,2,"1,406",Gated,3,"1,406","1,406",1,1,2
1077," $369,900 ",1995,2,"1,406",Gated,11,"1,406","1,406",1,1,3
1078," $369,900 ",1993,2,"1,406",Gated,11,"1,406","1,550",1,1,3
1079," $358,900 ",1992,2,"1,200",Gated,16,"1,200","1,350",1,1,2
1080," $929,000 ",2023,2,"2,034",Gated,12,"2,034","2,738",1,2,4
1081," $650,000 ",2023,2,"2,034",Gated,11,"2,034","2,034",1,2,3
1082," $749,500 ",2024,2,"2,221",Gated,11,"2,221","2,221",1,2,3
1083," $730,000 ",2023,2,"2,221",Gated,10,"2,221","3,069",1,2,3
1084," $999,900 ",2023,2,"2,221",Gated,7,"2,221","3,104",1,2,3
1085," $810,635 ",2024,2,"2,221",Gated,11,"2,221","2,221",1,2,3
1086," $729,000 ",2023,2,"2,221",Gated,5,"2,221","2,421",1,2,3
1087," $644,900 ",2022,2,"2,034",Gated,11,"2,034","2,738",1,2,4
1088," $975,000 ",2003,3,"2,897",Gated,14,"2,897","3,468",2,2,6
1089," $934,900 ",2005,3,"2,938",Gated,16,"2,938","3,468",2,2,5
1090," $899,000 ",2003,3,"2,897",Gated,16,"2,897","3,468",2,2,3
1091," $899,000 ",2004,2,"2,452",Gated,16,"2,452","3,108",2,2,4
1092," $850,000 ",2005,2,"2,447",Gated,16,"2,447","2,447",2,2,4
1093," $625,000 ",2004,2,"1,926",Gated,15,"1,926","2,358",1,2,3
1094," $599,000 ",2005,2,"1,765",Gated,15,"1,765","2,103",1,2,2
1095," $549,900 ",2002,2,"1,620",Gated,16,"1,620","2,208",1,2,2
1096," $530,000 ",2002,2,"1,390",Gated,1,"1,390","1,500",1,1,2
1097," $579,900 ",2004,2,"1,760",Gated,16,"1,760","2,325",1,2,3
1098," $999,000 ",2004,3,"2,920",Gated,15,"2,920","3,468",2,2,2
1099," $835,000 ",2002,3,"2,913",Gated,9,"2,913","3,506",2,3,5
1100," $725,000 ",2004,3,"2,735",Gated,13,"2,735","3,468",2,2,2
1101," $699,000 ",2003,2,"2,366",Gated,17,"2,366","2,709",1,2,3
1102," $2,495,000 ",2004,3,"3,353",Gated,19,"3,353","3,876",1,2,3
1103," $698,500 ",2002,2,"2,211",Gated,17,"2,211","2,974",1,2,3
1104," $549,000 ",2003,2,"1,760",Gated,15,"1,760","2,103",1,2,2
1105," $429,700 ",2002,2,"1,669",Gated,18,"1,669","2,107",2,1,2
1106," $509,000 ",2003,2,"1,757",Gated,15,"1,757","2,428",1,2,3
1107," $429,000 ",2001,2,"1,669",Gated,18,"1,669","2,107",1,1,2
1108," $649,000 ",2003,2,"1,879",Gated,21,"1,879","1,879",1,2,3
1109," $629,900 ",2003,2,"2,170",Gated,6,"2,170","2,170",1,2,3
1110," $599,500 ",2003,2,"2,170",Gated,15,"2,170","2,170",1,2,3
1111," $579,500 ",2003,2,"1,566",Gated,13,"1,566","2,201",1,2,3
1112," $965,000 ",1999,3,"2,322",Non-Gated,2,"2,322","2,733",1,2,4
1113," $675,000 ",1999,2,"1,897",Gated,8,"1,897","2,504",1,2,2
1114," $550,000 ",2023,2,"1,655",Gated,10,"1,655","2,300",1,2,2
1115," $739,000 ",1997,2,"2,000",Gated,8,"2,000","2,572",1,2,3
1116," $1,085,515 ",2024,3,"2,808",Gated,10,"2,808","3,946",1,3,6
1117," $833,605 ",2024,2,"2,217",Gated,10,"2,217","2,958",1,2,3
1118," $544,530 ",2023,2,"1,655",Gated,11,"1,655","2,300",1,2,2
1119," $499,000 ",2024,2,"1,405",Gated,10,"1,405","2,230",1,2,2
1120," $736,835 ",2023,3,"2,615",Gated,10,"2,615","3,392",2,2,5
1121," $670,000 ",2024,2,"1,943",Gated,15,"1,943","2,923",1,2,3
1122," $527,370 ",2023,2,"1,405",Gated,8,"1,405","2,227",1,2,2
1123," $525,000 ",2023,2,"1,405",Gated,10,"1,405","2,230",1,2,2
1124," $517,000 ",2023,2,"1,561",Gated,9,"1,561","2,313",1,2,2
1125," $500,000 ",2023,2,"1,405",Gated,10,"1,405","2,227",1,2,2
1126," $499,999 ",2023,2,"1,405",Gated,9,"1,405","2,227",1,2,2
1127," $3,499,000 ",2004,3,"3,537",Non-Gated,6,"3,537","4,899",2,3,4
1128," $3,700,000 ",1984,3,"3,455",Non-Gated,3,"3,455","3,838",1,2,3
1129," $529,000 ",1999,2,"1,611",Non-Gated,1,"1,611","1,845",2,1,3
1130," $500,000 ",1999,2,"1,611",Non-Gated,2,"1,611","1,845",2,1,3
1131," $825,000 ",2011,2,"2,090",Gated,4,"2,090","2,552",1,2,3
1132," $2,789,000 ",2004,3,"3,404",Gated,18,"3,404","3,843",18,2,3
1133," $2,725,000 ",2007,3,"2,893",Gated,18,"2,893","3,127",1,2,3
1134," $2,425,000 ",2006,3,"2,798",Gated,21,"2,798","3,050",1,2,3
1135," $2,395,000 ",2006,3,"2,893",Gated,16,"2,893","3,127",1,2,3
1136," $2,250,000 ",2007,3,"2,798",Gated,16,"2,798","3,050",1,2,3
1137," $1,695,000 ",2001,2,"1,893",Gated,18,"1,893","2,072",1,1,3
1138," $1,550,000 ",2001,3,"2,187",Gated,19,"2,187","2,707",1,1,3
1139," $1,400,000 ",2001,3,"2,187",Gated,21,"2,187","2,707",1,1,3
1140," $1,395,000 ",2001,3,"2,187",Gated,19,"2,187","2,707",1,1,3
1141," $2,400,000 ",2003,3,"2,609",Gated,19,"2,609","3,084",1,2,3
1142," $2,399,000 ",2007,3,"2,798",Gated,17,"2,798","3,050",1,2,3
1143," $1,749,000 ",2003,3,"2,893",Gated,21,"2,893","3,127",17,2,3
1144," $1,695,000 ",2001,3,"2,187",Gated,14,"2,187","2,707",1,1,3
1145," $1,250,000 ",2001,3,"2,187",Gated,16,"2,187","2,707",1,1,4
1146," $999,999 ",2001,2,"1,893",Gated,16,"1,893","2,072",12,1,3
1147," $499,900 ",2023,2,"1,467",Gated,5,"1,467","1,993",2,1,2
1148," $520,000 ",2021,2,"1,725",Gated,6,"1,725","2,387",1,2,3
1149," $509,900 ",2021,2,"1,467",Gated,4,"1,467","1,812",1,1,2
1150," $499,900 ",2020,2,"1,467",Gated,6,"1,467","1,993",1,1,2
1151," $610,000 ",2021,2,"1,725",Gated,9,"1,725","2,387",2,2,3
1152," $384,900 ",1996,2,"1,350",Non-Gated,1,"1,350","2,000",1,2,3
1153," $399,000 ",1998,2,"1,630",Non-Gated,5,"1,630","1,759",2,1,3
1154," $363,999 ",1997,2,"1,630",Non-Gated,11,"1,630","2,040",1,1,3
1155," $349,999 ",2003,2,"1,225",Non-Gated,9,"1,225","1,225",1,1,2
1156," $345,000 ",2003,2,"1,225",Non-Gated,9,"1,225","1,225",1,1,2
1157," $326,900 ",2004,2,"1,115",Non-Gated,6,"1,115","1,466",1,1,2
1158," $419,900 ",2002,2,"1,776",Non-Gated,9,"1,776","1,776",1,1,3
1159," $375,000 ",2001,2,"1,630",Non-Gated,14,"1,630","1,759",1,1,3
1160," $355,000 ",1996,2,"1,225",Non-Gated,7,"1,225","1,576",1,1,2
1161," $1,795,000 ",2010,4,"3,231",Gated,24,"3,231","4,410",1,3,4
1162," $1,595,000 ",1998,3,"2,806",Gated,20,"2,806","3,963",1,2,3
1163," $580,000 ",2003,3,"1,730",Gated,16,"1,730","2,300",2,2,6
1164," $725,215 ",2024,3,"2,456",Gated,13,"2,456","3,425",2,3,4
1165," $725,000 ",2024,3,"2,456",Gated,13,"2,456","3,525",1,3,3
1166," $715,465 ",2024,2,"2,288",Gated,13,"2,288","3,412",2,3,3
1167," $702,803 ",2024,2,"2,332",Gated,13,"2,332","3,035",2,2,3
1168," $678,125 ",2024,2,"2,428",Gated,13,"2,428","3,113",2,2,4
1169," $574,349 ",2024,2,"1,531",Gated,13,"1,531","2,189",1,2,3
1170," $752,910 ",2024,3,"3,486",Gated,13,"3,486","4,345",2,2,4
1171," $663,921 ",2024,2,"2,014",Gated,13,"2,014","3,036",2,3,3
1172," $565,592 ",2024,2,"1,859",Gated,13,"1,859","2,524",1,2,3
1173," $543,953 ",2023,2,"1,531",Gated,13,"1,531","2,189",1,2,3
1174," $644,542 ",2023,2,"1,904",Gated,13,"1,904","2,803",2,2,2
1175," $596,428 ",2023,2,"2,233",Gated,13,"2,233","3,036",2,2,3
1176," $578,561 ",2023,2,"2,014",Gated,13,"2,014","3,036",2,3,3
1177," $523,168 ",2024,2,"1,859",Gated,13,"1,859","2,524",1,2,3
1178," $499,223 ",2023,2,"1,812",Gated,13,"1,812","2,445",2,2,3
1179," $6,490,000 ",2021,4,"6,988",Gated,20,"6,988","10,477",2,4,4
1180," $3,490,000 ",2006,4,"4,126",Gated,11,"4,126","5,376",2,2,4
1181," $585,700 ",2023,2,"1,901",Gated,2,"1,901","2,404",2,2,3
1182," $524,600 ",2024,2,"1,901",Gated,2,"1,901","2,404",2,2,3
1183," $586,755 ",2024,2,"2,018",Gated,4,"2,018","2,529",2,2,3
1184," $582,410 ",2024,2,"2,018",Gated,4,"2,018","2,529",2,2,3
1185," $574,635 ",2024,2,"2,018",Gated,2,"2,018","2,529",2,2,3
1186," $548,285 ",2024,2,"1,901",Gated,3,"1,901","2,404",2,2,3
1187," $540,425 ",2024,2,"1,901",Gated,2,"1,901","2,404",2,2,3
1188," $609,750 ",2024,2,"2,018",Gated,2,"2,018","2,529",2,2,3
1189," $603,235 ",2024,2,"2,018",Gated,2,"2,018","2,529",2,2,3
1190," $603,085 ",2023,2,"2,018",Gated,2,"2,018","2,529",2,2,3
1191," $598,940 ",2023,2,"2,018",Gated,2,"2,018","2,529",2,2,3
1192," $598,885 ",2024,2,"2,018",Gated,2,"2,018","2,529",2,2,3
1193," $596,490 ",2024,2,"2,018",Gated,2,"2,018","2,529",2,2,3
1194," $575,875 ",2024,2,"2,018",Gated,4,"2,018","2,529",2,2,3
1195," $575,210 ",2023,2,"2,018",Gated,2,"2,018","2,529",2,2,3
1196," $595,000 ",2002,2,"1,738",Non-Gated,1,"1,738","2,173",1,2,3
1197," $561,120 ",2023,2,"1,901",Gated,2,"1,901","2,404",2,2,3
1198," $559,225 ",2024,2,"1,901",Gated,3,"1,901","2,404",2,2,3
1199," $520,000 ",2023,2,"1,901",Gated,2,"1,901","2,404",2,2,3
1200," $500,000 ",2023,2,"1,901",Gated,2,"1,901","2,404",2,2,3
1201," $699,000 ",1968,3,"1,788",Non-Gated,1,"1,788","2,248",1,1,3
1202," $1,100,000 ",1961,3,"2,502",Non-Gated,1,"2,502","2,903",1,2,4
1203," $635,000 ",1960,2,"1,589",Non-Gated,1,"1,589","1,643",1,3,3
1204," $384,900 ",1992,2,"1,552",Non-Gated,1,"1,552","2,134",1,1,3
1205," $379,900 ",1995,2,"1,136",No Subdivision,1,"1,136","1,411",1,1,2
1206," $329,000 ",1999,2,942,Gated,6,942,942,1,1,2
1207," $2,795,000 ",2014,3,"3,161",Gated,22,"3,161","5,000",1,3,3
1208," $3,999,000 ",2021,4,"3,515",Gated,21,"3,515","5,035",1,3,4
1209," $3,500,000 ",2016,3,"3,043",Gated,25,"3,043","4,148",1,3,4
1210," $2,595,000 ",2014,3,"2,603",Gated,17,"2,603","3,707",1,3,4
1211," $2,595,000 ",2014,4,"3,161",Gated,26,"3,161","5,000",2,3,4
1212," $1,950,000 ",2016,3,"3,025",Gated,17,"3,025","4,089",2,3,6
1213," $1,350,000 ",2015,3,"2,293",Gated,17,"2,293","2,760",1,3,4
1214," $1,679,000 ",2014,3,"2,032",Gated,22,"2,032","2,872",1,2,3
1215," $1,999,999 ",2013,3,"2,935",Gated,24,"2,935","3,465",1,3,3
1216," $4,449,000 ",2015,4,"4,102",Gated,24,"4,102","6,294",1,3,4
1217," $2,422,500 ",2013,3,"2,818",Gated,19,"2,818","3,537",1,3,3
1218," $1,275,000 ",2013,2,"2,073",Gated,15,"2,073","2,165",1,2,3
1219," $825,000 ",2004,3,"2,800",Gated,15,"2,800","3,211",2,2,4
1220," $629,000 ",1995,2,"1,862",Gated,12,"1,862","2,749",1,2,3
1221," $560,000 ",1996,2,"1,373",Gated,17,"1,373","1,970",1,2,2
1222," $999,500 ",2004,3,"2,687",Gated,16,"2,687","4,800",1,2,3
1223," $560,000 ",1999,2,"1,350",Gated,17,"1,350","1,850",1,2,2
1224," $518,000 ",2003,3,"1,730",Gated,17,"1,730","2,234",2,2,5
1225," $579,900 ",2002,3,"1,730",Gated,9,"1,730","2,234",2,2,3
1226," $499,900 ",1995,2,"1,564",Gated,17,"1,564","2,850",1,2,2
1227," $399,000 ",1996,2,"1,253",Gated,16,"1,253","1,560",1,1,2
1228," $750,000 ",1996,3,"1,827",Gated,21,"1,827","2,233",1,2,1
1229," $540,000 ",2000,2,"1,340",Gated,17,"1,340","1,930",1,2,2
1230," $429,000 ",1999,2,"1,300",Gated,16,"1,300","1,600",1,1,2
1231," $1,150,000 ",2015,3,"3,176",Gated,2,"3,176","5,713",2,3,4
1232," $1,575,000 ",2017,4,"3,359",Gated,18,"3,359","4,300",2,2,5
1233," $589,000 ",2005,2,"1,580",Gated,13,"1,580","1,931",1,2,2
1234," $2,000,000 ",2016,6,"4,920",Gated,18,"4,920","5,735",2,3,6
1235," $1,999,000 ",2016,7,"4,980",Gated,16,"4,980","6,128",2,3,5
1236," $1,900,000 ",2017,3,"3,072",Gated,19,"3,072","4,153",1,3,3
1237," $1,790,000 ",2019,5,"4,113",Gated,12,"4,113","5,020",2,3,6
1238," $1,699,000 ",2019,4,"3,508",Gated,15,"3,508","4,473",2,3,5
1239," $1,625,000 ",2019,4,"3,508",Gated,16,"3,508","4,473",2,3,5
1240," $1,435,000 ",2019,4,"3,022",Gated,19,"3,022","3,792",2,2,2
1241," $1,399,000 ",2017,4,"3,022",Gated,19,"3,022","3,792",2,2,4
1242," $1,390,000 ",2018,4,"3,022",Gated,13,"3,022","6,386",2,2,4
1243," $1,299,000 ",2017,4,"3,110",Gated,16,"3,110","3,729",2,2,4
1244," $1,275,000 ",2019,4,"3,508",Gated,13,"3,508","4,473",2,3,9
1245," $1,225,000 ",2018,4,"3,022",Gated,19,"3,022","3,792",2,2,9
1246," $1,200,000 ",2017,4,"2,777",Gated,14,"2,777","3,611",2,2,4
1247," $1,095,000 ",2019,3,"2,452",Gated,13,"2,452","3,271",1,2,4
1248," $1,075,000 ",2019,3,"2,169",Gated,20,"2,169","2,706",1,3,3
1249," $1,060,000 ",2016,4,"2,782",Gated,19,"2,782","3,563",2,2,4
1250," $998,000 ",2018,2,"2,234",Gated,17,"2,234","2,877",1,2,3
1251," $975,000 ",2019,3,"2,213",Gated,19,"2,213","2,595",1,2,3
1252," $2,350,000 ",2020,5,"3,700",Gated,15,"3,700","5,700",1,3,4
1253," $1,439,900 ",2018,4,"3,202",Gated,13,"3,202","3,792",2,2,7
1254," $2,050,000 ",2018,3,"3,072",Gated,14,"3,072","4,153",1,3,3
1255," $1,425,000 ",2020,4,"3,508",Gated,16,"3,508","4,473",2,3,3
1256," $2,050,000 ",2017,3,"3,072",Gated,14,"3,072","4,153",1,3,3
1257," $549,999 ",2005,2,"1,580",Gated,11,"1,580","2,131",1,2,2
1258," $515,000 ",2006,2,"1,451",Gated,11,"1,451","1,801",1,2,3
1259," $495,900 ",2006,2,"1,542",Gated,13,"1,542","2,106",1,2,3
1260," $445,000 ",2006,2,"1,451",Gated,11,"1,451","1,801",1,2,3
1261," $470,000 ",2006,2,"1,451",Gated,10,"1,451","1,960",1,2,3
1262," $398,900 ",2005,2,"1,580",Gated,9,"1,580","2,004",2,1,3
1263," $395,000 ",2004,2,"1,580",Gated,6,"1,580","2,008",2,1,3
1264," $399,999 ",2005,2,"1,580",Gated,11,"1,580","2,004",2,1,5
1265," $4,250,000 ",2006,4,"5,071",Gated,15,"5,071","8,532",1,4,4
1266," $3,995,000 ",2015,4,"3,928",Gated,7,"3,928","5,992",1,3,4
1267," $1,650,000 ",2015,3,"2,905",Gated,12,"2,905","3,317",1,2,3
1268," $1,649,000 ",2016,3,"2,905",Gated,11,"2,905","3,360",1,2,3
1269," $1,075,000 ",2015,2,"2,249",Gated,15,"2,249","2,650",1,2,3
1270," $990,000 ",2008,3,"2,505",Gated,14,"2,505","3,245",1,2,3
1271," $2,199,000 ",2018,3,"4,459",Gated,23,"4,459","5,218",2,2,3
1272," $798,000 ",2007,2,"2,589",Gated,16,"2,589","3,139",2,2,3
1273," $3,100,000 ",2008,5,"4,034",Gated,18,"4,034","5,448",1,3,4
1274," $1,775,000 ",2018,3,"2,905",Gated,16,"2,905","4,610",1,2,3
1275," $1,680,000 ",2014,2,"2,618",Gated,17,"2,618","3,236",1,3,2
1276," $420,000 ",2004,2,"1,667",Gated,12,"1,667","1,667",2,1,3
1277," $1,585,000 ",2015,3,"2,642",Gated,17,"2,642","3,743",1,3,2
1278," $1,350,000 ",2008,3,"2,404",Gated,19,"2,404","3,544",1,3,3
1279," $1,249,000 ",2016,4,"2,805",Gated,15,"2,805","3,495",2,2,3
1280," $923,000 ",2017,2,"1,867",Gated,21,"1,867","2,351",1,2,2
1281," $899,000 ",2012,2,"2,249",Gated,13,"2,249","2,649",1,2,3
1282," $899,000 ",2007,2,"2,558",Gated,19,"2,558","3,466",1,2,3
1283," $499,000 ",2004,2,"1,554",Gated,14,"1,554","1,925",1,2,2
1284," $539,000 ",2004,2,"2,276",Gated,13,"2,276","3,024",2,2,3
1285," $529,000 ",2004,2,"2,276",Gated,10,"2,276","3,006",2,2,3
1286," $520,000 ",2007,3,"2,151",Gated,13,"2,151","2,884",2,2,3
1287," $499,000 ",2013,2,"1,956",Gated,7,"1,956","1,956",2,2,3
1288," $479,000 ",2013,2,"1,956",Gated,15,"1,956","2,628",2,2,3
1289," $425,000 ",2005,2,"1,869",Gated,15,"1,869","2,627",2,2,3
1290," $457,000 ",2004,2,"1,869",Gated,12,"1,869","2,309",2,2,3
1291," $427,000 ",2004,2,"1,667",Gated,14,"1,667","2,234",2,1,3
1292," $899,000 ",2006,4,"4,402",Gated,11,"4,402","5,988",2,3,4
1293," $799,900 ",2007,4,"3,711",Gated,9,"3,711","5,918",2,3,5
1294," $650,000 ",2023,3,"2,444",Gated,9,"2,444","3,296",1,3,4
1295," $665,000 ",2005,2,"2,555",Gated,11,"2,555","3,215",2,2,4
1296," $649,000 ",2006,3,"3,119",Gated,10,"3,119","4,075",2,2,10
1297," $770,000 ",2007,4,"4,466",Gated,10,"4,466","5,447",2,3,10
1298," $559,980 ",2022,3,"2,032",Gated,10,"2,032","2,630",1,2,4
1299," $448,000 ",2005,2,"1,848",Gated,9,"1,848","2,418",1,2,3
1300," $799,900 ",2006,4,"3,678",Gated,10,"3,678","5,375",2,2,5
1301," $699,000 ",2007,3,"3,120",Gated,9,"3,120","4,700",2,3,5
1302," $649,900 ",2007,3,"3,116",Gated,6,"3,116","4,012",2,3,4
1303," $598,000 ",2006,3,"3,054",Gated,8,"3,054","3,154",2,2,5
1304," $589,900 ",2007,3,"2,779",Gated,13,"2,779","3,467",2,2,2
1305," $549,000 ",2009,2,"2,274",Gated,11,"2,274","3,362",2,2,4
1306," $680,000 ",2006,3,"2,906",Gated,9,"2,906","3,029",2,3,5
1307," $1,999,900 ",2024,4,"3,176",Gated,12,"3,176","4,388",1,3,4
1308," $500,000 ",2003,2,"1,575",Gated,7,"1,575","1,907",1,2,3
1309," $739,500 ",2004,3,"3,102",Gated,9,"3,102","3,889",2,3,4
1310," $558,850 ",2006,2,"1,910",Gated,11,"1,910","2,407",1,3,3
1311," $725,000 ",2001,3,"2,583",Gated,16,"2,583","4,374",1,2,4
1312," $535,000 ",2001,2,"1,917",Gated,9,"1,917","2,535",1,2,8
1313," $499,000 ",2005,2,"1,890",Gated,2,"1,890","1,900",1,2,3
1314," $699,000 ",2002,3,"2,602",Gated,15,"2,602","3,582",1,3,4
1315," $644,900 ",2001,3,"2,631",Gated,12,"2,631","2,968",1,2,5
1316," $645,000 ",2000,2,"2,292",Gated,16,"2,292","2,785",1,3,4
1317," $524,900 ",2001,2,"2,123",Gated,14,"2,123","2,915",1,2,3
1318," $524,900 ",2000,2,"1,698",Gated,13,"1,698","2,166",1,3,3
1319," $479,900 ",2002,2,"1,689",Gated,1,"1,689","2,761",1,3,6
1320," $1,385,000 ",2022,3,"2,209",Gated,19,"2,209","3,246",1,3,4
1321," $1,295,000 ",2022,2,"2,209",Gated,19,"2,209","3,246",1,3,3
1322," $1,199,900 ",2024,3,"2,788",Gated,15,"2,788","3,760",1,3,3
1323," $1,149,000 ",2024,2,"2,209",Gated,20,"2,209","3,246",1,2,3
1324," $1,089,900 ",2023,3,"2,450",Gated,15,"2,450","3,230",1,2,3
1325," $1,069,900 ",2024,3,"2,450",Gated,12,"2,450","3,230",1,2,3
1326," $1,054,900 ",2024,3,"2,450",Gated,15,"2,450","3,230",1,2,3
1327," $1,049,900 ",2024,2,"2,469",Gated,15,"2,469","3,226",1,2,2
1328," $1,049,900 ",2024,3,"2,450",Gated,16,"2,450","3,230",1,2,3
1329," $1,049,900 ",2024,2,"2,209",Gated,19,"2,209","3,246",1,2,3
1330," $999,900 ",2024,3,"2,450",Gated,21,"2,450","3,230",1,2,3
1331," $924,900 ",2023,3,"1,954",Gated,12,"1,954","2,598",1,2,3
1332," $819,900 ",2022,2,"1,674",Gated,18,"1,674","2,334",1,2,2
1333," $799,900 ",2024,2,"1,772",Gated,12,"1,772","2,460",1,3,2
1334," $799,900 ",2022,3,"1,954",Gated,13,"1,954","2,598",1,2,3
1335," $799,900 ",2024,2,"1,772",Gated,21,"1,772","2,460",1,2,2
1336," $2,099,900 ",2020,4,"3,176",Gated,19,"3,176","4,388",1,3,4
1337," $1,999,900 ",2020,3,"3,126",Gated,15,"3,126","4,173",1,3,3
1338," $1,349,900 ",2020,2,"2,620",Gated,15,"2,620","3,751",1,3,2
1339," $1,271,900 ",2024,3,"2,788",Gated,22,"2,788","3,760",1,3,3
1340," $1,234,900 ",2024,3,"2,788",Gated,19,"2,788","3,760",1,3,3
1341," $1,039,900 ",2024,3,"2,450",Gated,12,"2,450","3,230",1,2,3
1342," $980,900 ",2023,2,"2,209",Gated,15,"2,209","3,246",1,3,3
1343," $868,900 ",2023,3,"1,954",Gated,15,"1,954","2,526",1,2,3
1344," $1,100,000 ",2023,3,"1,954",Gated,16,"1,954","2,598",1,2,3
1345," $1,790,000 ",2023,3,"2,669",Non-Gated,1,"2,669","4,419",1,3,4
1346," $645,000 ",1989,2,"1,478",No Subdivision,2,"1,478","2,348",1,2,3
1347," $1,995,000 ",2018,3,"3,352",Non-Gated,1,"3,352","4,979",1,3,4
1348," $1,499,000 ",2019,2,"2,234",Non-Gated,1,"2,234","2,795",1,3,3
1349," $1,277,900 ",1997,2,"1,840",Non-Gated,2,"1,840","3,479",1,2,3
1350," $1,195,000 ",2015,3,"2,566",Non-Gated,8,"2,566","5,235",1,2,4
1351," $549,900 ",2021,2,"1,716",Gated,9,"1,716","2,107",2,2,3
1352," $875,000 ",2000,2,"1,865",Gated,16,"1,865","2,320",1,2,3
1353," $639,000 ",2000,2,"1,751",Gated,8,"1,751","2,159",1,2,3
1354," $759,000 ",2000,2,"1,751",Gated,8,"1,751","2,159",1,2,3
1355," $518,000 ",2006,3,"2,334",Gated,2,"2,334","2,334",2,2,4
1356," $565,000 ",2019,2,"1,805",Gated,9,"1,805","2,414",2,2,3
1357," $499,000 ",2022,2,"1,716",Gated,4,"1,716","2,080",2,2,3
1358," $549,000 ",2022,2,"1,804",Gated,9,"1,804","2,414",2,2,3
1359," $524,000 ",2021,2,"1,712",Gated,9,"1,712","2,270",2,2,6
1360," $494,000 ",2023,2,"1,719",Gated,4,"1,719","2,414",2,2,3
1361," $895,000 ",2024,2,"1,484",Non-Gated,1,"1,484","3,348",1,4,3
1362," $2,195,000 ",1982,2,"1,967",Non-Gated,8,"1,967","1,967",1,1,3
1363," $399,500 ",1995,2,"1,487",Non-Gated,5,"1,487","1,834",2,1,3
1364," $449,900 ",1996,2,"1,447",Non-Gated,4,"1,447","1,834",1,1,2
1365," $974,990 ",2023,2,"2,180",Gated,1,"2,180","2,959",1,2,3
1366," $754,900 ",2023,2,"2,180",Gated,6,"2,180","2,180",1,2,2
1367," $779,500 ",2022,3,"2,258",Gated,6,"2,258","2,924",1,2,4
1368," $889,000 ",2022,3,"2,228",Gated,4,"2,228","2,651",1,2,3
1369," $849,000 ",1984,2,"2,435",Non-Gated,1,"2,435","3,146",1,1,3
1370," $795,000 ",1990,2,"2,016",Non-Gated,1,"2,016","3,316",1,2,3
1371," $495,000 ",2008,2,"1,580",Gated,4,"1,580","2,013",2,1,6
1372," $860,000 ",1989,2,"1,621",Non-Gated,1,"1,621","1,993",1,2,3
1373," $729,000 ",1978,2,"1,847",Non-Gated,1,"1,847","2,370",1,2,3
1374," $659,000 ",1985,2,"1,896",Non-Gated,1,"1,896","1,896",1,2,3
1375," $875,000 ",1990,3,"1,943",Non-Gated,1,"1,943","2,312",1,2,4
1376," $649,800 ",2014,2,"1,554",Gated,16,"1,554","1,894",1,2,3
1377," $599,900 ",1977,2,"1,275",Non-Gated,1,"1,275","1,797",1,2,3
1378," $575,000 ",1994,2,"1,265",Non-Gated,1,"1,265","2,118",1,2,3
1379," $820,000 ",2017,2,"2,109",Gated,2,"2,109","2,472",1,2,3
1380," $1,135,000 ",2006,3,"2,528",Gated,19,"2,528","3,437",1,2,3
1381," $949,000 ",2004,3,"2,507",Gated,19,"2,507","3,376",1,2,4
1382," $799,000 ",2006,2,"1,983",Gated,16,"1,983","2,349",1,2,3
1383," $878,500 ",2012,2,"2,315",Gated,19,"2,315","3,343",1,3,3
1384," $875,000 ",2004,2,"2,000",Gated,19,"2,000","2,686",1,2,3
