ID,price,year,baths,sqft,Community Type,Number of Ammenities,Living Area,Total Area,Total Floors,Garage Spaces,Bedrooms
1385," $859,000 ",2006,2,"1,983",Gated,16,"1,983","2,349",1,2,3
1386," $858,000 ",2005,2,"1,983",Gated,15,"1,983","2,349",1,2,3
1387," $799,900 ",2004,2,"2,181",Gated,15,"2,181","2,507",1,2,3
1388," $779,800 ",2004,2,"1,983",Gated,16,"1,983","2,349",1,2,3
1389," $750,000 ",2012,2,"1,901",Gated,14,"1,901","2,267",1,2,3
1390," $635,000 ",2010,2,"1,415",Gated,15,"1,415","1,744",1,2,3
1391," $584,999 ",2005,2,"1,540",Gated,18,"1,540","1,877",1,2,2
1392," $579,900 ",2007,2,"1,540",Gated,16,"1,540","1,877",1,2,2
1393," $579,000 ",2005,2,"1,540",Gated,16,"1,540","1,877",1,2,2
1394," $565,000 ",2004,2,"1,554",Gated,15,"1,554","1,894",1,2,2
1395," $557,000 ",2007,3,"1,647",Gated,15,"1,647","1,647",2,2,3
1396," $545,000 ",2014,2,"1,554",Gated,20,"1,554","2,481",1,2,3
1397," $545,000 ",2005,2,"1,540",Gated,16,"1,540","1,905",1,2,4
1398," $539,000 ",2005,3,"1,868",Gated,3,"1,868","2,964",2,2,3
1399," $529,995 ",2006,2,"1,680",Gated,18,"1,680","1,989",1,2,2
1400," $529,800 ",2006,2,"1,540",Gated,15,"1,540","1,877",1,2,2
1401," $529,000 ",2007,2,"1,540",Gated,16,"1,540","1,877",1,2,2
1402," $525,000 ",2005,3,"1,647",Gated,14,"1,647","1,647",2,2,3
1403," $525,000 ",2004,2,"1,554",Gated,16,"1,554","1,925",1,2,2
1404," $519,800 ",2010,3,"1,753",Gated,15,"1,753","2,218",2,2,6
1405," $575,000 ",2005,2,"1,540",Gated,16,"1,540","1,877",1,2,2
1406," $545,000 ",2004,2,"1,540",Gated,12,"1,540","1,540",1,2,4
1407," $489,000 ",2005,3,"1,647",Gated,15,"1,647","1,647",2,2,3
1408," $879,000 ",2004,2,"2,003",Gated,18,"2,003","2,700",1,2,3
1409," $1,999,000 ",2000,3,"2,901",Gated,4,"2,901","3,491",1,3,5
1410," $1,500,000 ",2001,3,"2,738",Gated,8,"2,738","3,181",1,2,5
1411," $995,000 ",1997,2,"3,100",Gated,12,"3,100","4,237",2,2,3
1412," $975,000 ",2004,3,"2,845",Gated,5,"2,845","3,662",2,2,6
1413," $749,900 ",1999,2,"1,887",Gated,9,"1,887","2,275",1,2,3
1414," $1,825,000 ",2000,4,"3,613",Gated,7,"3,613","4,947",1,3,5
1415," $1,695,000 ",2002,5,"4,033",Gated,13,"4,033","6,649",2,3,9
1416," $1,375,000 ",2003,3,"3,355",Gated,7,"3,355","3,928",1,3,8
1417," $1,850,000 ",2021,3,"2,515",Gated,14,"2,515","3,077",1,3,3
1418," $1,375,000 ",2016,3,"2,532",Gated,16,"2,532","3,518",1,3,3
1419," $1,300,000 ",2022,3,"2,124",Gated,15,"2,124","2,961",1,2,3
1420," $1,250,000 ",2020,3,"2,914",Gated,15,"2,914","3,892",2,2,4
1421," $1,100,000 ",2016,3,"2,496",Gated,15,"2,496","3,656",1,3,3
1422," $1,048,000 ",2022,3,"2,152",Gated,16,"2,152","2,582",1,2,4
1423," $899,900 ",2017,2,"2,198",Gated,20,"2,198","2,663",1,2,3
1424," $789,000 ",2015,2,"1,910",Gated,14,"1,910","2,435",1,2,2
1425," $769,000 ",2019,2,"1,554",Gated,14,"1,554","1,898",1,2,2
1426," $725,000 ",2015,2,"2,230",Gated,12,"2,230","2,634",1,2,3
1427," $700,000 ",2018,2,"1,554",Gated,15,"1,554","1,898",1,2,2
1428," $614,500 ",2018,2,"1,554",Gated,16,"1,554","1,914",1,2,2
1429," $609,900 ",2017,2,"1,554",Gated,17,"1,554","2,142",1,2,2
1430," $1,600,000 ",2020,3,"2,515",Gated,15,"2,515","3,077",1,3,3
1431," $1,150,000 ",2022,3,"2,148",Gated,15,"2,148","3,200",1,2,3
1432," $1,150,000 ",2019,2,"2,018",Gated,16,"2,018","2,502",1,2,3
1433," $1,100,000 ",2020,2,"2,107",Gated,14,"2,107","2,525",1,2,3
1434," $1,090,000 ",2021,2,"2,105",Gated,19,"2,105","2,528",1,2,2
1435," $789,000 ",2018,2,"1,910",Gated,10,"1,910","2,488",1,2,3
1436," $760,000 ",2018,2,"1,594",Gated,16,"1,594","1,962",1,2,2
1437," $1,100,000 ",1984,2,"2,480",Non-Gated,7,"2,480","2,977",1,2,4
1438," $785,000 ",1986,2,"1,636",Non-Gated,8,"1,636","2,054",1,2,3
1439," $799,000 ",1995,3,"2,181",Gated,13,"2,181","2,681",1,2,3
1440," $739,900 ",1997,2,"1,983",Gated,12,"1,983","2,650",1,2,3
1441," $629,000 ",1995,2,"1,540",Gated,12,"1,540","2,122",1,2,2
1442," $585,000 ",1998,2,"1,540",Gated,14,"1,540","2,122",1,2,2
1443," $485,000 ",1998,2,"1,540",Gated,14,"1,540","1,877",1,2,2
1444," $529,000 ",1998,2,"1,540",Gated,12,"1,540","2,120",1,2,2
1445," $1,395,000 ",1995,3,"3,242",Gated,15,"3,242","3,883",1,3,4
1446," $1,000,000 ",1997,3,"2,000",Gated,10,"2,000","2,681",1,2,3
1447," $799,000 ",1997,2,"1,983",Gated,10,"1,983","2,678",1,2,3
1448," $749,900 ",1995,2,"1,983",Gated,11,"1,983","2,343",1,2,3
1449," $699,000 ",1997,2,"2,000",Gated,10,"2,000","2,685",1,2,3
1450," $665,000 ",1998,2,"1,547",Gated,14,"1,547","2,163",1,2,3
1451," $649,000 ",1996,2,"2,000",Gated,10,"2,000","2,685",1,2,3
1452," $564,900 ",1998,2,"1,540",Gated,14,"1,540","2,245",1,2,2
1453," $559,000 ",1996,2,"1,808",Gated,8,"1,808","1,808",1,2,2
1454," $549,000 ",1998,2,"1,680",Gated,10,"1,680","2,122",1,2,2
1455," $529,900 ",1998,2,"1,540",Gated,13,"1,540","2,122",1,2,2
1456," $525,000 ",1995,2,"1,540",Gated,6,"1,540","2,128",1,2,2
1457," $499,000 ",1996,2,"1,522",Gated,11,"1,522","2,122",1,2,2
1458," $489,000 ",1998,2,"1,540",Gated,9,"1,540","2,122",1,2,2
1459," $3,350,000 ",2000,4,"4,467",Gated,26,"4,467","7,644",1,3,4
1460," $1,795,000 ",2007,3,"2,632",Gated,3,"2,632","3,136",1,2,3
1461," $1,395,000 ",2002,3,"2,798",Gated,19,"2,798","3,361",1,3,4
1462," $1,125,000 ",1998,2,"2,943",Gated,9,"2,943","3,682",2,2,4
1463," $1,100,000 ",2004,3,"2,690",Gated,4,"2,690","3,656",1,2,3
1464," $1,000,000 ",1997,3,"2,194",Gated,3,"2,194","3,036",1,2,4
1465," $796,500 ",1992,2,"2,291",Gated,6,"2,291","7,045",1,2,2
1466," $760,000 ",2006,2,"1,926",Gated,16,"1,926","2,331",1,2,4
1467," $665,000 ",2001,2,"1,793",Gated,6,"1,793","2,531",1,2,3
1468," $629,900 ",1993,2,"1,805",Gated,6,"1,805","2,324",1,2,3
1469," $1,299,999 ",1991,2,"3,319",Gated,6,"3,319","3,933",1,3,8
1470," $850,000 ",1995,2,"1,873",Gated,7,"1,873","2,480",1,2,2
1471," $795,000 ",1995,2,"1,903",Gated,13,"1,903","2,631",1,2,2
1472," $2,050,000 ",2005,4,"3,576",Gated,25,"3,576","4,532",1,3,4
1473," $1,595,000 ",1997,4,"2,806",Gated,8,"2,806","3,657",1,2,3
1474," $1,480,000 ",2005,3,"2,650",Gated,4,"2,650","3,120",1,2,3
1475," $1,200,000 ",2002,3,"2,528",Gated,1,"2,528","3,322",1,2,3
1476," $1,098,000 ",2001,2,"2,502",Gated,16,"2,502","3,030",1,2,3
1477," $579,000 ",1996,2,"1,500",Gated,17,"1,500","1,861",1,2,3
1478," $949,000 ",1992,2,"2,174",Non-Gated,7,"2,174","2,646",1,2,3
1479," $565,000 ",1990,2,"1,464",Non-Gated,7,"1,464","1,851",1,2,2
1480," $499,900 ",1990,2,"1,233",Non-Gated,6,"1,233","1,567",1,2,2
1481," $489,000 ",1997,2,"1,450",Non-Gated,8,"1,450","1,925",1,2,3
1482," $455,000 ",1997,2,"1,454",Non-Gated,6,"1,454","1,823",1,2,3
1483," $425,000 ",1990,2,"1,441",Non-Gated,8,"1,441","1,915",1,1,2
1484," $400,000 ",1990,2,"1,441",Non-Gated,4,"1,441","1,441",1,1,2
1485," $785,000 ",1987,2,"1,839",Gated,13,"1,839","2,478",2,2,3
1486," $1,195,000 ",1991,2,"2,420",Gated,13,"2,420","2,960",1,2,3
